title,content,keywords
"The Scourge","A court official responsible for thinning the population of the domain. They hunt down Caitiff, unauthorized childer, and Thin-bloods to keep the vampire population sustainable and pure.","caitiff slayer,court officer,killer,population control,thin-blood hunter"
"The Second City","Built by the Antediluvians after the Flood in defiance of Caine. It was rife with betrayal and eventually destroyed when the Brujah founder Troile committed diablerie against their sire.","antediluvians,betrayal,history,lore,second city"
"The Second Tradition: The Domain","The law governing territory and respect within a Prince's city. It dictates that a Kindred's haven is their castle, sovereign and inviolate to others without invitation. In Greater Asheville, this extends to specific Feeding Territories assigned by the Seneschal, where poaching is considered a violation of the Second Tradition.","feeding rights,haven,second tradition,sovereignty,territory,trespassing"
"The Seneschal","The Prince's right hand and administrator. They handle the boring details of ruling, manage schedules, and stand in for the Prince when they are unavailable.","administrator,deputy prince,manager,second in command,secretary"
"The Shadow Curtain","A mystical barrier erected by the Nosferatu Methuselah Baba Yaga over Eastern Europe (Russia), isolating it from the rest of the vampiric world for decades.","baba yaga,history,lore,magic,nosferatu,russia"
"The Sheriff","The martial enforcer of the Prince's laws. They investigate crimes, hunt criminals, and lead the domain's defense in times of war. They often appoint Deputies (Hounds) to assist them.","enforcer,investigator,martial leader,police,prince's sword"
"The Sixth Tradition: Destruction","The right of life and death, reserved solely for the Elder (the Prince). No Kindred is permitted to destroy another of their kind without the sanction of the Prince, known as the Blood Hunt or Lextalionis. This tradition prevents the domain from descending into chaos and vendetta, concentrating the monopoly of violence in the hands of the ruler.","blood hunt,killing,lextalionis,murder,prince's right,sixth tradition"
"The Southern Lords","A historical sect of powerful vampires in the Southeast during the Civil War. They controlled the Dahlonega Mint gold. Tallula Donegan fought against them.","antagonist,civil war,faction,history,lore"
"The Sword of Caine","A moniker for the Sabbat, the sect that formerly held Asheville. They believe in the supremacy of vampires over humanity and the rejection of the Masquerade.","enemy,metaphor,name,sabbat,sect,sword of caine,term"
"The Third Tradition: The Progeny","The restriction on creating new vampires. It mandates that a Kindred must have the permission of their Elder (the Prince) to sire. Creating a childe without permission is a capital offense, often resulting in the destruction of both the sire and the unauthorized neonate. In Asheville, Prince Tallula was known to grant this right sparingly, often as a reward for significant service.","creation,embrace,permission,population control,progeny,siring,third tradition"
"The Tower","A moniker for the Camarilla, the sect currently holding power in Asheville. Dedicated to the Traditions and the preservation of the Masquerade.","camarilla,ivory tower,sect,tower"
"The Weather","A pirate radio show for Kindred hosted by the reclusive Nosferatu Ken Dances. Broadcasts news, songs, and coded messages.","ken dances,media,nosferatu,radio,weather"
"The Weather (Radio Show)","A pirate radio broadcast hosted by the reclusive Nosferatu Ken Dances. It serves as a news source and coded communication network for the Kindred of Asheville. The show features an eclectic mix of music and cryptic warnings about hunters, Sabbat movements, and masquerade breaches.","coded messages,communication network,ken dances,nosferatu media,pirate radio"
"The Week of Nightmares (2004)","The waking of the Ravnos Antediluvian. It resulted in the destruction of the clan and a psychic backlash. Mentioned in regional history.","2004,apocalypse,event,history,ravnos"
"The Zeitgeist","The narrative direction of the chronicle, which focuses on growing past Sabbat traditions. Characters seeking to return to the Sabbat are noted to be at odds with the fundamental themes of the game.","direction,meta,narrative,sabbat,theme"
"Theo Bell (Justicar)","The Brujah Justicar. Famous for killing Hardestadt. Represents the 'Loyalist' Brujah.","brujah,justicar,leader,npc,theo bell"
"Thin-Blood Alchemy","A new discipline developed by 14th/15th Gen vampires. Allows them to brew potions with specific powers. Viewed with suspicion by the Tower.","alchemy,discipline,new magic,thin-blood"
"Thin-blood","A vampire of the 14th or 15th generation. Their blood is too weak to embrace properly or fuel disciplines efficiently. They are viewed as harbingers of Gehenna and are often hunted by the Scourge.","14th gen,15th gen,daywalker,omen,weak blood"
"Title: Talon","A specific title used by the Harpy (Sister Tiffany/Bugs) to designate their deputies or favored agents of the month.","deputy,harpy,status,talon,title"
"Torpor","The death-sleep of vampires. When injured severely or starved, a vampire enters a coma-like state that can last from days to centuries. Ancient vampires sleep in torpor to wait out the ages.","coma,healing,hibernation,sleep,stasis"
"Touchstone","A human that grounds a vampire's Humanity. Losing a touchstone often leads to immediate degeneration or frenzy.","grounding,humanity,mechanics,npc,roleplay"
"Treaty of Alliance","A modern pact between the Giovanni and the Followers of Set (The Ministry), creating the Independent Alliance. It outlines shared territory and mutual defense.","alliance,history,independent,lore,treaty"
"Treaty of the Land of the Sky","The 1991 agreement that established the Camarilla Praxis in Asheville, overseen by the Tremere.","1991,camarilla,history,law,treaty"
"Treaty of the Land of the Sky (1991)","The founding document of the Camarilla domain, overseen by Elder Volshebnik. It granted seats to 7 clans and established the Basilica as Elysium.","1991,constitution,law,lore,treaty"
"Trinity","Gargoyle member of 150 Guns.","gargoyle,sabbat,trinity"
"Tristan de Lovette","Toreador Elder and Whip. A master of the social game and a manipulator of emotions. Tristan ensures the Toreador remain at the pinnacle of the city's social hierarchy.","elder,manipulator,pc,politician,social master,toreador whip,tristan"
"Trophy","The physical mark (tattoo) carried by an Alastor, identifying them as a hunter of the Red List.","alastor,camarilla,lore,mark,trophy"
"True Brujah","A bloodline claiming to be the true descendants of the Antediluvian Brujah, viewing the main clan as rebels who killed their sire. They master Time (Temporis).","bloodline,brujah,lore,temporis,time,true brujah"
"True Sabbat","A vampire who has proven themselves to the sect (usually after surviving their Creation Rites and first siege). They are full members with the right to speak in council.","citizen,member,proven,sabbat,status,true sabbat"
"Triumphant (Passive Effect)","Passive Effect: Special privileges at gatherings (seating, notice). Right to feed in any sect domain (reduces feed actions by 1, min 0).","feeding,mechanic,passive,privilege,status,triumphant"
"Triumphant (Spent Effect)","Spent Effect: Ignore the censure of all negative status for one hour. Works even if negative status would normally prevent using status.","breakout,immunity,mechanic,spent,status,triumphant"
"Twist","Ductus of Murder Piñata. 8th Gen Nosferatu. Rumored to be the Sabbat alter-ego of Sheriff Oliver.","double agent,nosferatu,oliver,sabbat,twist"
"Twist (Bishop)","Nosferatu antitribu. The Sabbat Bishop of Information in the new Mallori Mayhem Archdiocese.","bishop,information,nosferatu,npc,sabbat,twist"
"Type-D Aegis","A bio-engineered war ghoul or construct used by the Anarch Free State. Made of Toreador and Tzimisce vitae. Immune to blood magic but unstable.","anarch,construct,creature,fleshcraft,weapon"
"Tyrell Jackson","Former Ventrue Primogen. Sports lover and 'average guy'. Ashes recovered Jan 2025.","dead,primogen,tyrell,ventrue"
"Tyrell Jackson (Deceased)","Ventrue Ancilla and former Primogen. Ashes recovered Jan 4, 2025. A sports fan who prided himself on being an 'average guy'.","dead,npc,primogen,sports,tyrell jackson,ventrue"
"Tzimisce Voivode","An honorary title for a powerful Tzimisce elder, respecting their clan's feudal roots.","elder,lord,sabbat,title,tzimisce,voivode"
"Ultra-Conservative (Faction)","A Sabbat member who believes the sect needs strict military discipline and centralization to win the Gehenna War. They support the Regent and the hierarchy.","authoritarian,faction,military,order,sabbat,ultra-conservative"
"Ultra-Conservatives","A Sabbat faction that favors strict centralization and military discipline to win the Gehenna War.","conservative,faction,lore,military,sabbat"
"Ulugh Begh (Justicar)","The Tremere Justicar. Known for a hardline stance against the Sabbat. His Archon Ferrum Civis died in Asheville.","justicar,leader,npc,tremere,ulugh begh"
"Unacknowledged","A vampire who has not been presented to or accepted by the Prince. They are effectively non-citizens and have no protection under the Traditions.","camarilla,outcast,status,unacknowledged,vulnerable"
"Unacknowledged Feeding","The specific prohibition against allowing Unacknowledged Kindred to feed within a Clan's assigned territory. It is the Clan's responsibility to police this, not just the Sheriff's.","feeding,law,policing,rules,unacknowledged"
"Unsteady Truce (1914)","The agreement between Sabbat and Lupines.","1914,history,lupines,truce"
"Ursula Walker","Gangrel Ancilla and the current Seneschal of Greater Asheville. She manages the day-to-day operations of the domain, the allocation of feeding rights, and the granting of Havens. She is a pragmatic stabilizer in a chaotic court.","administrator,gangrel,pragmatist,second in command,seneschal ursula"
"Vaulderie","The defining rite of the Sabbat. A communal blood-drinking ritual that breaks existing blood bonds and creates a 'Vinculum' (loyalty tie) to the pack.","blood bond,blood sharing,bond breaking,lore,loyalty creation,ritual,sabbat,sabbat ritual,vaulderie"
"Victorious (Passive Effect)","Passive Effect: On the night gained, others can give you positive status without expending their own traits.","buff,magnet,mechanic,passive,status,victorious"
"Victorious (Spent Effect)","Spent Effect: Immediately regain a status you just spent, or remove 'Warned' from self or another in the jurisdiction where won.","mechanic,pardon,refresh,spent,status,victorious"
"Vincent's Ear","A popular dive bar and music venue, frequent haunt for counter-culture Kindred. Site of Zephyr's last show.","bar,club,location,music,vincents ear"
"Vinculum","The bond created by the Vaulderie. It is a web of loyalty varying in strength, binding a pack together emotionally.","artificial love,loyalty,pack bond,sabbat tie"
"Vitae","The blood of a vampire. It is charged with supernatural energy, fueling disciplines, healing wounds, and waking the dead body each night.","energy,fuel,life force,power,vampire blood"
"Vittoria Pistone","Malkavian Ancilla. Has a 'Boss' in her head. Wears a dress and carries a rifle. Known for the tattoo 'Be gay, do crimes, take no shit'.","boss,guns,malkavian,pc,vittoria"
"Vizier","A caste of Banu Haqim focused on administration and scholarship (e.g., Magda Doluda).","banu haqim,caste,scholar,term"
"Vulgar (Censure)","Censure: All Fleeting Status traits are lost immediately for the night. Cannot gain new Fleeting Status for the night. Lasts one night.","block,censure,mechanic,status,strip,vulgar"
"Vulgar (Punishment)","Punishment: If a second 'Vulgar' is received while holding one, it upgrades automatically to 'Warned'.","mechanic,status,upgrade,vulgar,warned"
"Wall Street Tunnels","A network of tunnels underneath Wall Street in Asheville, emphasized as being more extensive and dangerous in the World of Darkness setting than in the real world.","geography,location,nosferatu,tunnels,wall street,warrens"
"War Party","A Sabbat rite where a pack hunts a specific potent enemy (usually an Elder) to diablerize them.","hunt,lore,ritual,sabbat,war party"
"War Party Leader","A temporary title for a vampire leading a 'War Party' hunt. They have absolute authority during the hunt.","hunt,leader,sabbat,temporary,title,war party"
"War with Lupines (1900)","The first major war securing the domain.","1900,history,lupines,war"
"Warned (Breach)","Breach: If censure is broken, gain 'Disgraced' in addition to 'Warned'.","breach,disgraced,mechanic,status,warned"
"Warned (Censure)","Censure: Cannot speak to officers in public unless spoken to. Cannot contradict officers. Can apologize (Minor Boon) to avoid breaking censure. May have alternate physical punishments (loss of finger, brand).","censure,mechanic,restriction,silence,status,warned"
"Warned (Duration)","Duration: Lasts 2 games or 1 month. If received again while active, duration extends by 2 games/1 month.","duration,mechanic,stacking,status,warned"
"Warrior","A caste of Banu Haqim focused on combat (e.g., Daveed Fourié).","banu haqim,caste,fighter,term"
"Wassail","The final frenzy where the vampire loses all Humanity and the Beast takes over permanently. The vampire becomes a Wight.","beast,beast win,final frenzy,game over,loss of soul,mechanics,state,wassail,wight"
"Waynesville","Outlying town mentioned as a Sabbat stronghold.","location,sabbat,territory,waynesville"
"Week of Nightmares (1999)","The apocalyptic event in Bangladesh where the Ravnos Antediluvian awoke. The resulting psychic backlash drove the Ravnos clan mad, leading to their near-extinction.","1999,apocalypse,history,lore,ravnos,week of nightmares"
"Whip","The assistant to a Primogen. They act as a whip-cracker to keep the clan members in line and ensure the Primogen's orders are followed. They are often younger, ambitious Ancillae.","assistant,clan enforcer,junior leader,primogen's aide"
"Wight","A vampire who has undergone Wassail. They are mindless, language-less monsters who exist only to feed. They are hunted down by all sects.","beast,fallen,kill on sight,mindless,monster"
"Wild Hunt","A Sabbat rite where the sect hunts down a traitor who has revealed Sabbat secrets. The traitor is usually staked and burned.","justice,lore,ritual,sabbat,wild hunt"
"Wild Hunt Leader","A temporary title for a vampire leading a 'Wild Hunt' against a traitor. They are deputized to destroy the target by any means necessary.","executioner,leader,sabbat,temporary,title,wild hunt"
"Winter","Ductus of 150 Guns. 9th Gen Pander. Serves as the official Emissary to the Camarilla.","ductus,emissary,pander,sabbat,winter"
"Winter (Destroyed)","Toreador antitribu. Former Sabbat Emissary. Slain May 3, 2025. Ductus of the 150 Guns pack.","dead,emissary,npc,sabbat,toreador,winter"
"Witch Hunt","A Sabbat pack united by hatred of Tremere. Led by Ductus Dire (Gargoyle).","gargoyle,hate,pack,sabbat,tremere"
"Wraith","The ghost of a dead human. They exist in the Shadowlands. Necromancers (Giovanni/Tremere) can bind or bargain with them for information and spying.","dead soul,ghost,haunting,shadowlands,spirit"
"Yule Tied","A Lasombra Sabbat pack based at Montreat College in Black Mountain. Led by Lucien Blake.","black mountain,lasombra,montreat,pack,sabbat"
"Zelda Fitzgerald","Pack Priest of Old Guard. 10th Gen Toreador antitribu. Childe of Tallula Donegan and Bishop of Spirituality.","artist,fitzgerald,sabbat,toreador,zelda"
"Zelda Fitzgerald (Asylum Seeker)","Toreador Childe of Tallula Donegan. Formerly the Sabbat Bishop of the Arts and Emissary. She sought asylum with the Camarilla on August 2nd, 2025, after Mallori Mayhem's rise.","asylum,fitzgerald,npc,sabbat defector,toreador,zelda"
"Zeno","Lasombra Ancilla. Represented by 'Zolani'. Currently on hold.","ancilla,lasombra,pc,zeno"
"Zephyr","Singer of The Hex. Staged a Masquerade breach and fire at Crossroads Studio in 2025. Presumed dead (or hunter).","breach,hunter,npc,singer,zephyr"
"Zephyr's Breach (March 2025)","The massive Masquerade breach at Crossroads Studio caused by the singer Zephyr. Resulted in a fire and significant scrutiny.","2025,breach,crossroads,fire,history,zephyr"
"funnyM0rray","Former Nosferatu Primogen. Neonate fandom lover. Missing as of Dec 2024.","missing,neonate,nosferatu,primogen"
"funnyM0rray (Missing)","Nosferatu Neonate and former Primogen. Missing since Dec 7, 2024. A darling of the domain known for her love of fandoms.","fandom,funnym0rray,missing,nosferatu,npc,primogen"
"xX_DarkRat_Xx","Nosferatu Neonate and Keeper of Elysium. A tech-savvy Nosferatu who maintains the security and sanctity of the domain's meeting places. They utilize modern surveillance to monitor Elysium for breaches.","darkrat,hacker,keeper of elysium,nosferatu,security"
